age,income,loan_amount,employment_length,dependents,existing_loans,transaction_frequency,spending_pattern,repayment_behavior,mobile_usage,utility_payments,social_activity,digital_payments,debt_to_income,digital_stability_index,default_risk
64,42444.70224955046,14499.88985458232,31,1,4,40,0.6291295619045526,0.6116035216312187,2.014514097161646,1,29,18,0.8128005434271666,0.6829268292682927,1
57,24181.15561013552,23328.862532196505,29,1,3,49,0.5593664121107633,0.13941735687543488,10.486275929413944,1,19,6,1.5850060329663767,0.32,1
66,41860.512672532575,20224.06350647923,19,0,4,99,0.17268885274497164,0.42646656287238927,9.106251093270384,1,28,33,0.9608841376836399,0.43,1
29,50280.09934742761,34873.15264596269,12,4,4,98,0.1158462296006972,0.019530155432994523,3.057762635703593,1,1,32,1.0913276232646654,0.42424242424242425,1
44,61275.757500138294,24539.81922006057,26,0,2,80,0.8886073487399402,0.80226195576604,4.819475652892657,1,45,41,0.5636691729320472,0.6296296296296297,1
25,38172.10540323905,16632.003048621533,22,4,2,41,0.3194937382793466,0.46105850907670587,7.247517721804621,1,14,20,0.697664042977278,0.7142857142857143,1
42,81103.97068294685,20417.199793066346,15,2,3,61,0.1577920921041013,0.2768908651612172,1.2374839482729296,1,29,49,0.4366834670530641,0.9516129032258065,1
63,27709.353699838764,13380.454606533314,30,2,4,89,0.5307834066427645,0.7681325858105479,6.388124352099489,1,48,37,1.204620300704698,0.5222222222222223,1
21,15215.896956543998,5979.96602330803,11,0,2,16,0.3500780221475672,0.9703500824841994,4.7465581349915995,1,41,16,1.0501461677070683,1.5294117647058822,1
50,72134.20848574635,25446.212626300163,32,2,1,39,0.38607500607690726,0.40321347796626206,11.184243345109488,0,43,45,0.42207145810518065,1.125,1
18,10000.0,23071.931815453183,37,2,3,26,0.3830107320117032,0.7654387428602022,3.484635081408527,1,5,16,3.8068125002952886,0.9629629629629629,1
36,45917.40462254568,13071.566283248287,31,1,3,76,0.29895149730738635,0.32127038850286505,5.383691543874031,1,22,14,0.6113358361206065,0.3116883116883117,1
48,112353.62258416094,17191.485895450707,1,2,1,95,0.8741438410599067,0.7580316284163917,2.7850740754679446,1,19,7,0.19751288718742158,0.17708333333333334,0
33,49759.12894080137,24927.51349907845,22,1,3,31,0.3121766348397892,0.9651080881261721,2.4117278289890933,0,26,48,0.8023997193934006,1.5,1
31,27584.646986075008,21770.81140964816,31,3,4,11,0.5456397632388185,0.6503514091969272,4.0778017055885805,1,47,36,1.5142226474055038,3.8333333333333335,1
65,48852.050724264125,3295.189990002409,14,4,2,7,0.29089955400547785,0.23894486532437564,9.978965764812497,1,3,18,0.2721465659338857,3.5,0
22,48983.984227609326,16948.960171918596,39,1,0,8,0.7094881324310268,0.690128141716541,5.154184068050365,1,26,28,0.34600317707902173,4.222222222222222,0
58,53212.99880706233,13658.947796093087,39,5,2,92,0.2832145220085745,0.844609922802784,3.051517874671563,0,41,37,0.44460007378647093,0.3978494623655914,1
43,63245.259643192396,23904.005593109447,7,5,1,12,0.5917240242563078,0.4037135638993711,1.1860730727096374,1,44,32,0.45700735120421576,3.230769230769231,1
45,29217.776632645215,23248.34191026129,21,1,0,49,0.7671678705536301,0.6220064612516429,7.030622723097012,1,4,27,0.7956644524359262,0.74,1
19,83750.96110473588,25548.862625424357,37,1,4,81,0.31730572698234494,0.252547404073831,6.445513492489894,1,16,39,0.5438542814354317,0.5975609756097561,1
67,54902.28568745236,6056.84529023834,33,5,4,77,0.7425936446172319,0.45456440694643196,3.3168264604329605,1,20,32,0.474595371915845,0.5384615384615384,1
23,64535.88092803607,8727.10772755009,0,4,2,24,0.17398995685216212,0.165839181965459,4.996059337007946,1,34,6,0.29017683312635384,0.64,0
26,37437.01200488715,23912.65948908351,9,4,3,88,0.1931241820730195,0.835538257167381,4.17228678455897,1,34,34,1.039389043520897,0.4943820224719101,1
50,75727.64273991066,10266.833477260436,39,4,3,9,0.420467033696423,0.0967097040217123,8.829029190630862,1,34,7,0.33364962797549597,1.7,0
58,44858.95182373871,2828.5361526855395,15,5,1,50,0.4255410723458838,0.0558412174256413,5.044132402073004,1,19,6,0.17451057868820277,0.3137254901960784,0
42,55551.05026987063,19260.77190091252,23,2,3,73,0.5131844072776917,0.5343972753503795,6.166749589404355,1,34,44,0.6167328070606656,0.7297297297297297,1
65,31337.878456257815,10622.252477872218,23,1,4,39,0.11895049104245725,0.5824763506073213,11.883147341989035,1,31,20,0.9771330049546653,0.75,1
30,30061.367471957463,29318.326162467205,13,4,0,69,0.193712188099342,0.9182659421605621,10.848278133022507,1,45,48,0.9752500760233103,0.8285714285714286,1
26,63764.106129057654,17369.476431907708,25,3,2,19,0.10821998157460229,0.2032831590043077,8.23895672191603,1,7,24,0.4292234121984074,1.7,1
30,41127.863395852284,16282.074293133324,38,5,2,21,0.8636177602974584,0.7780035599968125,6.308962810551774,1,25,2,0.6390177632719066,0.5454545454545454,1
48,32923.53824991245,12046.048867073943,17,4,2,80,0.350679623915889,0.6440691785150184,4.873663790652831,1,0,31,0.6695932589770659,0.5061728395061729,1
58,37136.33315945939,27726.682671415772,19,0,3,50,0.6504560361189712,0.7416715212328665,11.374815182150298,0,24,47,1.1505048703404999,0.9215686274509803,1
28,63979.06143434842,17868.435679118567,35,0,0,65,0.586752503305025,0.15745088386454065,11.03856833103195,1,4,10,0.27928131481170626,0.30303030303030304,0
21,37419.24277592778,11732.003854750348,23,1,3,47,0.6797669787152325,0.44645864938040025,2.815584859745917,1,25,20,0.7143728065801564,0.625,1
51,47646.90136795672,8647.330347156425,25,1,3,83,0.8062817754750762,0.35608057265620363,3.7733814026433548,0,35,31,0.49629321897184936,0.36904761904761907,1
55,50300.55500574194,14412.215563486257,28,1,4,82,0.28651836062060165,0.6995549521356347,5.295475486869293,1,6,1,0.6841183251602876,0.13253012048192772,1
63,11653.022279794022,7178.825302761556,21,2,4,95,0.44060161415036025,0.5935343064832865,6.030414213823884,1,39,22,2.332141182695759,0.3333333333333333,1
21,20577.47189252964,23231.01953343155,10,5,3,26,0.3627554721043815,0.9675355506815262,6.964284071617531,1,26,44,1.8578162524939525,2.0,1
55,56725.55778495125,1000.0,10,0,1,13,0.16597198797561735,0.13873956660645637,1.4250409929416248,1,7,9,0.10577056381150127,1.3571428571428572,0
36,35259.41277694606,13883.887773335433,2,0,1,51,0.12554043471744675,0.4735763040802399,1.749184530977832,1,21,13,0.5355549265061945,0.4423076923076923,1
23,71134.49822560837,19881.068360703473,20,1,1,89,0.7118314275094716,0.6938496743131515,6.163993249018532,1,7,8,0.3497700723454894,0.2,0
51,69336.14208501088,17736.95536087726,10,5,3,7,0.20338198385899287,0.3687839393601938,11.100151587278546,1,25,18,0.4721416888042498,3.5,1
35,64383.37332710874,9261.73621587465,7,0,0,56,0.1122912076753873,0.923193397479389,9.166397069176185,1,32,2,0.1438506851471526,0.21052631578947367,0
30,86395.43574625195,20282.069653652394,30,0,1,35,0.4507278977759308,0.8525590216611222,6.9733081330747355,1,42,31,0.29262861870721535,1.1388888888888888,0
58,48338.21344513634,7911.684892912739,9,2,4,17,0.3578137043440598,0.8729265535914751,1.3133023419304304,0,19,22,0.577412889115205,1.2222222222222223,1
40,62977.63851807678,14820.92274802552,5,3,2,6,0.15288589877506845,0.6090435408579532,1.7510812737365615,1,43,18,0.3941165343055354,4.0,0
36,38311.980468079375,20214.732575842845,16,1,2,82,0.14127325585766465,0.47168339168239903,7.929836903710406,1,7,11,0.7886291331737133,0.25301204819277107,1
62,99047.39825737447,18703.302235944906,37,3,3,11,0.8305249197863244,0.36790640869012026,3.109002734959938,1,1,22,0.34027104757785004,2.6666666666666665,1
28,89672.67304872039,9599.687908644257,6,3,2,33,0.851738781399335,0.11969504597513081,7.334796122580128,1,43,13,0.21856680162967784,0.6764705882352942,1
18,50237.60869035584,24579.956132514904,31,2,3,8,0.48583243863647396,0.9482365690426255,5.989134353319241,1,46,35,0.7878394160249297,5.0,1
41,57731.72459810384,15693.556571884272,12,0,2,8,0.7786277946714123,0.26362599143182386,3.0301028362600233,1,24,47,0.44504320124756663,6.333333333333333,1
24,77185.95198729611,20943.963287513212,5,1,0,92,0.7400742975108648,0.8020792146288793,6.1205614722089505,0,3,41,0.27134072208163235,0.44086021505376344,0
42,47057.20990371786,27232.80805338598,2,4,0,25,0.5634824779881874,0.011899976584023753,10.754562013739836,1,2,2,0.5787047171812295,0.46153846153846156,1
38,36867.518584005906,23940.164390196856,26,3,0,49,0.7006424277764696,0.3814977344366578,3.471620551645262,0,40,9,0.6493389295164803,0.18,1
32,67479.79502013765,23961.03525064835,25,5,0,32,0.8444331074697269,0.5711062360033486,11.525825463675632,1,19,21,0.35507932654761826,0.9393939393939394,0
18,51568.7849216734,16541.439438795776,3,3,1,12,0.5530442800967451,0.3143795875613644,3.521591047345237,1,17,3,0.41771435485941855,1.0,1
29,53659.88899290521,21351.48096728408,36,2,4,46,0.509335365672342,0.19389616127158926,6.021982401141065,1,24,14,0.7706074525293716,0.5106382978723404,1
24,33314.57313864069,16708.77259651453,20,3,0,21,0.1028348922614212,0.07145044990061888,8.952560584260775,0,49,34,0.5015303962198702,1.5454545454545454,1
32,15646.557032732075,5325.404257772692,27,3,1,13,0.5337138004090548,0.9891085724980394,9.519287793876023,0,7,48,0.6598732464226634,3.4285714285714284,1
38,54722.84819758202,17421.950340040337,17,3,3,65,0.754000748904475,0.886409785680069,4.412716566203877,1,38,43,0.5924647371833202,0.803030303030303,1
36,68099.24082988399,17050.887869907725,31,2,2,88,0.7096827638792237,0.31235245656875854,1.1813335082910097,0,13,4,0.39722161831235636,0.0449438202247191,1
46,45483.86501847916,19669.834892174553,38,0,2,73,0.6166371675979375,0.01579367687310107,7.884618083486596,1,6,27,0.6523012628512929,0.5,1
42,78728.59039117733,13976.024198292838,32,5,1,45,0.11966779233699398,0.5405758191154351,4.544671455664953,1,7,48,0.2410278537460719,1.2608695652173914,0
50,35921.673491689115,8908.355545889193,25,3,2,33,0.8402915771073022,0.3214898795792308,6.733053165801914,0,36,39,0.526362703774365,1.1470588235294117,1
66,28905.910900681603,20252.048665401817,16,1,0,80,0.44328478295279083,0.11575198370149076,1.7113414937801692,1,7,45,0.7005953951629016,0.6790123456790124,1
49,48655.393856077375,4493.821701982017,28,5,2,58,0.5572279447083307,0.7903070159658696,5.302367309898358,0,40,26,0.29788113243356773,0.4406779661016949,0
66,48348.14849297419,26670.553086851753,19,3,0,36,0.4181829353866887,0.33817403820639735,7.942574586195571,1,19,14,0.5516240496092161,0.6486486486486487,1
52,65399.37462670445,13148.65551036006,29,3,0,99,0.37910357207018086,0.972851794927161,1.9154278967830884,1,45,29,0.2010486267916754,0.39,0
61,34500.74351872031,16964.225376449347,4,1,2,99,0.5084750842588696,0.7061826284813189,6.204569843857408,1,31,7,0.7815322539227277,0.17,1
55,77361.88473629796,19468.465226252578,5,2,1,69,0.49575903696258294,0.8397199347968404,5.806914258607724,1,25,48,0.31628170678558215,0.8285714285714286,0
43,89338.33925016507,19725.504358753526,9,4,3,47,0.385131657363587,0.6217822494648296,4.432578411863657,1,37,19,0.3886922004372152,0.6041666666666666,0
28,49217.11946063316,3728.1256003861217,5,1,1,73,0.7430833326685673,0.5617037172249079,11.84226150615875,1,14,12,0.17733561737090064,0.2972972972972973,0
52,74994.20840368637,21592.69264435411,9,4,4,80,0.14049225324771752,0.4280353110729367,11.717373337171285,0,31,5,0.5546046678138123,0.06172839506172839,1
25,28870.058587494797,17425.230627010187,20,0,4,84,0.19361806930276765,0.08311642669551422,6.386014916400624,1,46,0,1.2962888254890848,0.11764705882352941,1
63,71504.43082363832,9917.90892353113,3,0,0,20,0.16603173551761988,0.7374049408607416,3.072780889968689,1,47,45,0.13870147776597214,2.619047619047619,0
31,70945.52817118925,9002.664392432689,12,3,0,25,0.5519943031637505,0.33984145310481084,6.127521382865291,0,9,41,0.12689365673694222,1.5769230769230769,1
27,67268.74560379758,12327.575343545235,9,5,1,37,0.4300132362801997,0.1966823883748018,10.326600786362588,1,11,49,0.25758348255990793,1.5526315789473684,0
19,49688.73822259412,4610.066507116064,15,3,1,30,0.46163527088866096,0.11441332914804214,4.7924230384231326,1,26,17,0.1934014315806222,0.8709677419354839,0
63,10000.0,28778.139127896204,18,2,0,7,0.5613980959770303,0.07834378699114897,4.752054562539088,1,12,5,2.877526160173603,1.875,1
26,37165.457126957415,26889.210601146755,5,4,3,27,0.35917451090986285,0.47541733634666405,9.898370091997496,1,9,48,1.1270703166044809,2.0714285714285716,1
20,37481.67964630796,18613.601607807515,25,0,3,93,0.24650112117384088,0.8369853647677142,7.908846908042496,1,13,35,0.8967769093616138,0.4787234042553192,1
38,30434.90123879045,13212.812669263272,8,0,4,58,0.3454657123362413,0.12871234727210734,5.458278189932367,1,12,48,1.0912380221201945,0.9830508474576272,1
43,52444.86009094132,13423.136096500837,9,3,3,88,0.8951905509705511,0.5147359771018956,6.705190794844352,1,19,25,0.5419519490616611,0.39325842696629215,1
25,41620.7310895753,21064.525649391744,39,3,2,51,0.8621510213150207,0.37910660499394333,7.540143531708424,1,23,33,0.7463535234163351,0.8269230769230769,1
65,33507.75980469956,29062.615196015606,2,2,0,40,0.865308145269528,0.539917807337556,2.7731948217320785,1,15,35,0.8673139610478693,1.0975609756097562,1
19,28823.997035043605,10436.826083226055,18,3,1,39,0.12210441105340886,0.05803555774146485,6.248750247433204,1,25,16,0.535536085726529,0.65,1
23,35689.74029029543,6059.311659013407,34,5,0,47,0.17156088930105995,0.5351352339618698,6.7544171233784045,1,4,24,0.16977265278694648,0.7083333333333334,0
45,72429.98423699857,27381.12618876217,5,3,2,37,0.13656758719834425,0.5499660013140616,11.94886965465002,1,29,27,0.516093030938926,0.9736842105263158,1
46,36779.49890745012,1000.0,28,5,3,9,0.7523771807333896,0.8700835312745293,3.7789215397699225,1,45,14,0.4350131312862398,2.4,1
43,39701.22587133455,6931.75353397883,18,5,0,8,0.8930947160472873,0.1995051568797327,3.72680005188254,1,21,3,0.17459357458805938,1.4444444444444444,1
42,40866.04769953508,13025.136859913178,14,2,2,62,0.5343905986269544,0.8147411762591064,9.369413223772398,1,38,26,0.5634157140295486,0.5714285714285714,1
29,56779.87027618839,2516.532257559751,37,3,3,56,0.660665248145113,0.7514189073730675,4.686179117004393,1,44,32,0.3084935502460145,0.7368421052631579,0
22,59124.98977057065,23897.192502452788,20,5,4,76,0.3817784310948923,0.9144613426541942,1.6183862698692457,1,29,19,0.7424348018999618,0.37662337662337664,1
51,10000.0,21855.2421640408,38,5,4,79,0.7123211072996626,0.9129328409779558,11.537382134634106,1,24,20,4.185105705833497,0.375,1
65,70432.70427655216,10401.654182277463,22,3,4,54,0.6248665971834789,0.7661399916282177,1.4573838386780635,1,17,39,0.43163503175848683,0.8909090909090909,1
54,78727.36068487508,25236.912953421983,19,3,2,31,0.7407685499663358,0.9252547270197011,11.112858588929958,1,35,40,0.44757585000993844,1.5625,1
32,28996.26925276661,26594.33942723061,1,4,2,14,0.5000191755294571,0.258954502135612,9.940253084018156,1,8,9,1.2619926072431515,1.2666666666666666,1
61,30554.035105303305,14094.634813679491,31,0,1,66,0.2552141721190986,0.15562957495601593,7.718541382728657,1,17,43,0.624925965487283,0.7910447761194029,1
53,40994.932244434574,11394.65457945594,27,1,1,24,0.4805786424810474,0.28037123762285077,10.69736123897062,1,22,31,0.3999093003106816,1.64,0
32,34879.9196108679,33076.81622193982,3,0,4,36,0.34967417657530897,0.8398699429637939,3.153536162274362,1,11,38,1.5216575942969863,1.2972972972972974,1
60,54478.53747893213,20769.29457667324,6,4,0,52,0.655285545351281,0.31352367252600577,3.0615459929624516,0,10,36,0.38123111057440545,0.6792452830188679,1
65,11069.494272822718,17050.597223750825,2,1,3,95,0.2094797759781656,0.8186491554404796,5.881811040930835,1,0,25,2.8951369680424097,0.3645833333333333,1
40,27641.447839265205,25908.3675731169,24,0,1,53,0.36552881070909105,0.37197325536933423,11.961542330397801,1,0,21,1.118148716526203,0.5740740740740741,1
23,80783.94400349815,17415.445080024172,8,2,3,86,0.10526171953138919,0.7995046014183155,1.1012633796532953,1,4,39,0.40125601966896846,0.5632183908045977,1
63,31435.600653039644,10955.035312646492,22,4,0,30,0.752420324437484,0.8471742444089362,2.5630359776981413,0,26,49,0.3484802772906439,1.5806451612903225,0
67,74868.5655620585,15641.278083900428,22,2,4,39,0.42530104856949813,0.6778724839157774,8.907790811218057,0,6,12,0.4760449431799867,0.3,1
61,57106.76391180274,23309.23429855788,25,2,3,32,0.7209497649753281,0.9795782002533477,3.8416297887022797,1,17,31,0.6708235741417347,1.2424242424242424,1
60,13814.645708234835,1000.0,39,0,4,69,0.1780791615221239,0.7303198900003603,7.098660693957532,1,46,8,1.5200158171024116,0.2571428571428571,1
62,62706.58390432413,12695.754084486232,17,5,3,30,0.25503669138350693,0.24513790552919879,8.856557216949556,1,18,36,0.4416651441513506,1.4838709677419355,1
38,47646.65395614293,26064.45918865284,23,1,0,62,0.7803746217910192,0.9844118491837388,10.245723990430768,1,37,41,0.5470250269329893,0.8095238095238095,1
40,40890.65887500519,10905.05279125186,26,5,1,10,0.5763680629866317,0.6838122894555514,7.124474089419941,0,3,38,0.38895591983365924,3.4545454545454546,0
60,54899.141863440076,27368.86848345128,1,3,2,54,0.10472022127260844,0.4357388425227464,2.110069613295006,1,29,15,0.6806697982020429,0.45454545454545453,1
33,59492.66971133584,26317.950554878502,0,3,4,53,0.8241027284771404,0.4919285008149439,8.63243854865216,0,40,33,0.7785357800185109,0.6111111111111112,1
64,64151.83643949239,14475.76707608839,15,4,1,62,0.886798322219608,0.7661224744112297,6.511672444375574,0,4,9,0.3035838811968591,0.14285714285714285,0
32,73565.05695096005,10451.685560887994,23,2,3,50,0.6289480329485841,0.7532380663522064,8.635128006093005,1,38,23,0.34597050074131835,0.6470588235294118,0
42,58162.718255567124,12701.129006802923,35,4,1,93,0.682259949794932,0.8411057628104194,1.6289059660021954,1,40,9,0.3043328304601411,0.20212765957446807,0
53,22487.318224272763,36316.91593601147,10,0,2,85,0.20688067468222204,0.24071745094155184,1.0390828594617882,0,18,44,2.0595989203861103,0.5116279069767442,1
28,40527.09084697618,29995.39557546595,25,2,4,94,0.7129994380121482,0.9480648927404438,10.977521770982431,1,48,25,1.233598586329564,0.3684210526315789,1
68,108860.96670537243,16003.127774453906,5,3,4,25,0.17919559745351654,0.26150981531612916,7.252671767842511,1,3,33,0.33072273874946556,1.6538461538461537,0
32,64489.82120763455,10134.771587036725,25,0,1,29,0.8117987509975869,0.48048293439185197,2.9653815756886006,1,4,36,0.23468101822286982,1.5333333333333334,0
21,97385.74601622994,15936.328284650106,28,0,0,67,0.5038448084293917,0.21137270263325347,8.750451300024825,0,17,3,0.1636396012450631,0.04411764705882353,1
38,77908.6816439837,16950.615412934116,0,5,3,87,0.21294284524175897,0.43428752377419766,8.780899552982662,1,40,28,0.41009813849497856,0.4318181818181818,1
30,54836.04143111497,5053.130099125168,8,4,1,70,0.17096992993461085,0.6498865461339068,11.063173132954613,1,36,21,0.1833273611552089,0.43661971830985913,0
39,56028.14139562235,15640.330153722081,26,4,0,39,0.45209172961043254,0.49184346981851124,9.436461116245777,1,27,24,0.27914634713542275,0.85,0
36,49268.399202463086,25579.23459849384,6,5,4,84,0.10427097922528886,0.2485184312125518,10.225810553538736,1,16,10,0.9251023015562819,0.23529411764705882,1
51,15243.907683070007,1000.0,2,1,3,84,0.868981369651972,0.387022224564624,10.189162291966786,0,15,45,1.0495307897317443,0.5294117647058824,1
31,50360.94504936448,21612.671721097984,8,3,4,37,0.2365474718456289,0.594481593260136,4.230408828157969,1,16,19,0.8262721322679155,0.7631578947368421,1
21,74213.49105084394,25998.383760438235,1,3,2,54,0.43561460069709423,0.8977613900854511,6.74056888896111,1,46,23,0.485058689357257,0.6,1
65,38007.200103575924,10515.541239245054,9,4,0,28,0.5853368325820989,0.42371285720958896,1.388767475832601,1,26,46,0.27666506729045875,1.9310344827586208,0
69,58239.05998123619,28553.40606552845,16,3,2,99,0.6398529472796435,0.5748666399084967,1.4703690308909196,1,26,30,0.6619740102937669,0.4,1
63,67031.82091786395,9477.303500413236,30,3,2,27,0.5518475939972259,0.9108510885011782,10.693426285140717,0,0,24,0.29056368557544354,0.8571428571428571,0
44,31806.391213750492,18528.66129488323,0,0,2,85,0.24287215422141317,0.841061610818227,1.56188533114556,1,44,4,0.8969192444349271,0.16279069767441862,1
46,40973.94271312671,12545.818522690957,17,5,0,41,0.47743999827559325,0.1853471175458976,7.038047073488032,1,26,30,0.30618269830238926,0.9523809523809523,0
64,29641.770190456817,12544.029142699172,5,5,3,67,0.35807716796180533,0.3617426168293667,11.215115352087315,1,34,43,0.9291988895007757,0.7794117647058824,1
45,33556.68786621186,10061.607441935637,37,2,4,60,0.1715038841659097,0.7887465860858622,3.2602312730387437,1,36,22,0.8958187930522975,0.5245901639344263,1
52,24247.89432693878,20588.60384689616,3,2,3,67,0.4100193586951948,0.7310316361312694,5.869621856953758,1,47,16,1.4676382092753724,0.38235294117647056,1
25,31991.030772439462,21790.443661851594,39,1,3,23,0.5870665196838525,0.7672258847742431,8.123953640428557,1,49,1,1.1499877554989686,0.4583333333333333,1
33,78389.11361595678,14484.622403382491,3,2,3,25,0.18164086840651006,0.15947296508299869,7.180181941328255,1,33,1,0.3761267976703215,0.4230769230769231,0
59,31690.45941819415,4120.254290621806,34,5,4,43,0.2319819328340695,0.4600880879941748,4.999918621560347,1,0,26,0.7610963563506421,0.8181818181818182,1
53,52529.1843812138,18225.361333075118,3,3,4,87,0.16901967106909277,0.6951980104421526,9.66395082226278,0,26,21,0.7276837457046035,0.23863636363636365,1
47,39942.62492658089,18376.11487528555,0,5,0,76,0.10089458546277666,0.40588409083842214,5.5037453510699414,1,23,16,0.460051257467546,0.33766233766233766,1
35,73577.31874073879,13266.27990890858,30,0,1,30,0.8491477447609632,0.5644871001045498,5.247018625339342,1,20,32,0.24825628284973195,1.3548387096774193,0
19,76223.24593207233,29937.850297446468,18,5,4,55,0.7706258438758404,0.759666312400847,1.2375116563967317,1,39,4,0.6551439071230546,0.25,1
66,67281.39964277894,2488.5658807947675,20,2,4,64,0.2852361826691485,0.5036351505352046,10.510251608012062,0,17,12,0.33424143609908163,0.18461538461538463,0
30,56122.691062055106,1000.0,29,3,1,86,0.5621064412045627,0.6102274963468212,11.993357376641745,1,4,16,0.10690672488674866,0.2988505747126437,0
21,45378.809263182025,9153.320802418632,6,5,4,82,0.7412818082988112,0.343130505848793,9.17610734864473,1,40,42,0.6424293375351751,0.6265060240963856,1
43,26162.505916175003,20683.396272731596,4,3,3,86,0.39322988484534205,0.365069059903532,11.68085490662473,1,17,19,1.3638614177724222,0.3333333333333333,1
42,88870.57762244393,6553.242900529274,1,4,4,96,0.6912405562511805,0.18764745296452245,6.450502400336897,1,42,19,0.2987821709808764,0.29896907216494845,0
47,34806.539644948934,7152.232651791397,2,5,0,10,0.7949266854116449,0.9918221126238486,7.397810994571586,1,46,27,0.20547940833357026,3.3636363636363638,0
28,63272.92694065683,22608.17068942524,14,4,4,11,0.49892307903447697,0.6070392529213569,10.73093323513869,1,44,11,0.6733922288304703,1.75,1
24,71191.31145246794,18700.383382382,38,2,1,64,0.8104342173925894,0.19442015618422792,6.763669883946156,1,42,19,0.332906502104595,0.4461538461538462,1
48,38894.39006189341,18016.487277027198,36,4,3,65,0.26797755025349845,0.16439023781843587,1.7862807048857248,0,6,6,0.8488534817233806,0.09090909090909091,1
61,70760.25054631924,21251.431355724228,9,3,1,9,0.821154878649654,0.2285633916920774,9.122484810647745,1,17,4,0.3709859725916014,1.4,1
27,65284.264066777105,11598.456373816925,8,3,4,95,0.7443906930026212,0.7177944894010619,2.5290435985259427,0,24,28,0.48400595181014217,0.2916666666666667,1
56,84559.2767076353,11968.12740753447,22,4,4,12,0.7720523470998829,0.498814862062232,4.772899116265835,1,31,24,0.378051357590318,2.6153846153846154,0
30,40613.07067146578,21478.2341804914,13,0,0,37,0.10359855752687537,0.5355555202832996,10.289033782453046,1,0,10,0.5288372681042621,0.5263157894736842,1
48,24282.7196544057,4240.905753750403,32,4,3,61,0.6308997647346388,0.6960584188282778,4.054120930553896,1,45,40,0.7923376660403672,0.8064516129032258,1
24,39890.20489110978,1000.0,15,0,4,16,0.4205217190409294,0.7289692353194077,11.279840711906411,0,9,10,0.5264318302072669,0.5882352941176471,1
66,54177.070850686636,11533.726610977164,19,4,0,41,0.5836513334181177,0.7466386398040858,9.967414529617857,1,31,31,0.21288551677603687,0.9761904761904762,0
59,51164.25454170113,22446.986312525532,7,3,0,19,0.16692649362628256,0.07975089370615818,11.649868780250639,0,8,37,0.43871542345656867,1.85,1
59,42131.24207450899,17044.477591894425,37,5,1,21,0.28918020357198615,0.832411149275047,2.1533865713837486,1,19,17,0.5232210892767052,1.2272727272727273,1
53,11816.050820455144,21858.332032984123,33,3,3,41,0.3810263383984809,0.1743771420265139,4.241698988740672,1,24,14,3.119080436650309,0.5714285714285714,1
37,59409.65992258213,1000.0,30,4,2,55,0.674743491466968,0.6348320764974814,9.702995143105815,1,27,16,0.1851519578192545,0.4642857142857143,0
21,89446.889581644,17523.974466587933,7,1,0,33,0.5423314002222556,0.22548314717873563,8.407905956928962,1,15,23,0.1959126654474373,0.9705882352941176,0
24,59285.024762460074,20230.916037139024,24,0,2,7,0.11170294710588494,0.8261643706783887,9.402616122997825,1,27,43,0.5099163952763662,6.625,1
18,62182.71038107027,4193.620619114523,12,1,1,79,0.3678205242674736,0.7651298662009076,10.596743875708954,1,19,18,0.14784612501850983,0.35,0
61,61448.90612310204,21896.46072437236,17,3,0,30,0.8519685142350725,0.1752369552247416,3.9947149925104344,1,26,36,0.35633025509440774,1.4838709677419355,1
62,57940.933397648,14107.848827953658,33,0,3,49,0.24388042965936763,0.5502745671301673,11.696124511037985,1,25,4,0.5023624018237406,0.28,1
59,68633.3193373619,39570.693612848016,35,5,2,10,0.2894217780095789,0.7216927614127104,9.354284606155105,1,25,38,0.7222435378019932,4.363636363636363,1
64,57907.47362371332,1000.0,16,4,3,92,0.3459079327330694,0.16924964931025577,11.426187208591417,1,25,3,0.27629807865369216,0.13978494623655913,0
30,43746.45660693448,25952.914941398005,11,0,2,58,0.31439037505045864,0.1463726264005084,2.1982110839499667,1,21,0,0.8218286897094504,0.1694915254237288,1
39,34080.22179982492,11846.73522779141,15,0,1,92,0.19738011366425934,0.37575118456154477,7.136679988213879,1,37,29,0.4943113637985231,0.41935483870967744,1
38,45020.526894386494,2062.786284479651,12,2,0,23,0.35012816885426856,0.9185854378421664,9.980367622865282,1,6,16,0.04581777711179425,1.0833333333333333,0
39,56282.58992901332,10784.358851480065,10,5,0,17,0.5315448804183678,0.06777690940256864,1.9815894488021524,1,3,42,0.19160751588663139,2.888888888888889,0
45,43678.340777540536,17219.833930699726,13,0,1,61,0.6402237177158842,0.3588723386896593,6.339592937366601,1,35,35,0.5087035091455623,0.7258064516129032,1
26,56286.773662628606,23299.733356520344,27,5,4,77,0.614284929770562,0.8063422621506321,9.774572355240402,0,23,49,0.76925645729116,0.6282051282051282,1
43,58783.00267400835,28775.7143050574,23,3,2,87,0.23014068850270597,0.34424381443613494,1.54339297750158,1,38,29,0.6596303848190025,0.4431818181818182,1
26,66663.58862540363,26375.14470963474,16,5,2,89,0.5916193432979034,0.055097347410203,8.893158709857136,0,29,42,0.5456441787112956,0.4666666666666667,1
32,75655.8993767796,7276.943834364045,8,1,4,61,0.38665973952790667,0.6326037950794112,11.65274804685853,1,36,49,0.36053478346398904,0.9516129032258065,0
27,51560.14836957715,24041.317538128933,29,1,1,50,0.7574687164612047,0.957892827395675,1.6178131071051753,1,36,17,0.5632403167200268,0.5294117647058824,1
